source_id,source_name,iso3_country,sector,subsector,start_time,end_time,source_type,capacity,capacity_factor,activity,co2_emissions_factor,ch4_emissions_factor,n2o_emissions_factor,co2_emissions,ch4_emissions,n2o_emissions,total_co2e_20yrgwp,created_date,modified_date,total_co2e_100yrgwp
3168963,Arua Airport,UGA,transportation,international-aviation,2015-01-01 00:00:00,2015-12-31 00:00:00,very high,very high,,medium,very high,very high,very high,high,high,high,high,2023-09-15 00:00:00,,high
3168963,Arua Airport,UGA,transportation,international-aviation,2016-01-01 00:00:00,2016-12-31 00:00:00,very high,very high,,medium,very high,very high,very high,high,high,high,high,2023-09-15 00:00:00,,high
3168963,Arua Airport,UGA,transportation,international-aviation,2017-01-01 00:00:00,2017-12-31 00:00:00,very high,very high,,medium,very high,very high,very high,high,high,high,high,2023-09-15 00:00:00,,high
3168963,Arua Airport,UGA,transportation,international-aviation,2018-01-01 00:00:00,2018-12-31 00:00:00,very high,very high,,medium,very high,very high,very high,high,high,high,high,2023-09-15 00:00:00,,high
3168963,Arua Airport,UGA,transportation,international-aviation,2019-01-01 00:00:00,2019-12-31 00:00:00,very high,very high,,medium,very high,very high,very high,high,high,high,high,2023-09-15 00:00:00,,high
3168963,Arua Airport,UGA,transportation,international-aviation,2020-01-01 00:00:00,2020-12-31 00:00:00,very high,very high,,medium,very high,very high,very high,high,high,high,high,2023-09-15 00:00:00,,high
3168963,Arua Airport,UGA,transportation,international-aviation,2021-01-01 00:00:00,2021-12-31 00:00:00,very high,very high,,medium,very high,very high,very high,high,high,high,high,2023-09-15 00:00:00,,high
3168963,Arua Airport,UGA,transportation,international-aviation,2022-01-01 00:00:00,2022-07-31 00:00:00,very high,very high,,medium,very high,very high,very high,high,high,high,high,2023-09-15 00:00:00,,high
3166463,Entebbe International Airport,UGA,transportation,international-aviation,2015-01-01 00:00:00,2015-12-31 00:00:00,very high,very high,,medium,very high,very high,very high,high,high,high,high,2023-09-15 00:00:00,,high
3166463,Entebbe International Airport,UGA,transportation,international-aviation,2016-01-01 00:00:00,2016-12-31 00:00:00,very high,very high,,medium,very high,very high,very high,high,high,high,high,2023-09-15 00:00:00,,high
